earliestTime,eventCount,host,hostCount,id,latestTime,modTime,"orig_index",path,rawSize,sizeOnDiskMB,sourceCount,sourcetypeCount,state
"07/05/2013:03:57:41",472429,"mon-berprod-logidx-1",849,249,"07/05/2013:05:23:40","07/05/2013:15:37:21","_internal","/data/hot/_internaldb/db/db_1373019820_1373014661_249_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",103811102,"52.230469",17,,warm
"07/05/2013:15:48:32",0,"mon-berprod-logidx-1",0,249,"07/05/2013:17:03:32","07/06/2013:04:51:16","_internal","/data/cold/_internaldb/colddb/rb_1373061812_1373057312_249_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.433594",0,,cold
"07/05/2013:02:38:39",469176,"mon-berprod-logidx-1",852,248,"07/05/2013:03:57:40","07/05/2013:14:23:20","_internal","/data/hot/_internaldb/db/db_1373014660_1373009919_248_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",103442225,"51.816406",21,,warm
"07/05/2013:14:35:13",0,"mon-berprod-logidx-1",0,248,"07/05/2013:15:48:31","07/06/2013:03:34:14","_internal","/data/cold/_internaldb/colddb/rb_1373057311_1373052913_248_3516763C-B78A-4885-8543-C9A1383A5392",0,"16.542969",0,,cold
"07/05/2013:01:23:38",465590,"mon-berprod-logidx-1",851,247,"07/05/2013:02:38:38","07/05/2013:13:04:20","_internal","/data/hot/_internaldb/db/db_1373009918_1373005418_247_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",104261212,"51.332031",16,,warm
"07/06/2013:08:39:50",0,"mon-berprod-logidx-1",0,247,"07/06/2013:09:57:57","07/06/2013:22:46:30","_internal","/data/cold/_internaldb/colddb/rb_1373122677_1373117990_247_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.250000",0,,cold
"07/05/2013:13:16:10",0,"mon-berprod-logidx-1",0,247,"07/05/2013:14:35:12","07/06/2013:02:16:12","_internal","/data/cold/_internaldb/colddb/rb_1373052912_1373048170_247_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.410156",0,,cold
"07/05/2013:00:00:35",478412,"mon-berprod-logidx-1",853,246,"07/05/2013:01:23:37","07/05/2013:12:14:20","_internal","/data/hot/_internaldb/db/db_1373005417_1373000435_246_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",105579470,"53.917969",19,,warm
"07/06/2013:07:21:47",0,"mon-berprod-logidx-1",0,246,"07/06/2013:08:39:49","07/06/2013:21:10:29","_internal","/data/cold/_internaldb/colddb/rb_1373117989_1373113307_246_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.242188",0,,cold
"07/04/2013:14:51:31",0,"mon-berprod-logidx-1",0,246,"07/04/2013:14:51:35","07/05/2013:23:39:09","_internal","/data/cold/_internaldb/colddb/rb_1372967495_1372967491_246_3516763C-B78A-4885-8543-C9A1383A5392",0,"0.003906",0,,cold
"07/04/2013:22:35:37",482665,"mon-berprod-logidx-1",854,245,"07/05/2013:00:00:34","07/05/2013:11:48:57","_internal","/data/hot/_internaldb/db/db_1373000434_1372995337_245_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",106192740,"53.203125",19,,warm
"07/06/2013:06:04:45",0,"mon-berprod-logidx-1",0,245,"07/06/2013:07:21:46","07/06/2013:19:34:27","_internal","/data/cold/_internaldb/colddb/rb_1373113306_1373108685_245_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.097656",0,,cold
"07/05/2013:12:05:09",0,"mon-berprod-logidx-1",0,245,"07/05/2013:13:16:09","07/06/2013:00:59:13","_internal","/data/cold/_internaldb/colddb/rb_1373048169_1373043909_245_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.468750",0,,cold
"07/04/2013:21:11:36",470279,"mon-berprod-logidx-1",850,244,"07/04/2013:22:35:36","07/05/2013:10:35:57","_internal","/data/hot/_internaldb/db/db_1372995336_1372990296_244_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",103458622,"51.804688",16,,warm
"07/06/2013:04:49:46",0,"mon-berprod-logidx-1",0,244,"07/06/2013:06:04:44","07/06/2013:17:58:25","_internal","/data/cold/_internaldb/colddb/rb_1373108684_1373104186_244_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.718750",0,,cold
"07/05/2013:10:56:09",0,"mon-berprod-logidx-1",0,244,"07/05/2013:12:05:08","07/05/2013:22:20:07","_internal","/data/cold/_internaldb/colddb/rb_1373043908_1373039769_244_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.488281",0,,cold
"07/04/2013:19:45:37",470895,"mon-berprod-logidx-1",851,243,"07/04/2013:21:11:35","07/05/2013:09:19:54","_internal","/data/hot/_internaldb/db/db_1372990295_1372985137_243_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",103468984,"46.398438",17,,warm
"07/06/2013:03:30:39",0,"mon-berprod-logidx-1",0,243,"07/06/2013:04:49:45","07/06/2013:16:22:25","_internal","/data/cold/_internaldb/colddb/rb_1373104185_1373099439_243_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.457031",0,,cold
"07/05/2013:09:38:09",0,"mon-berprod-logidx-1",0,243,"07/05/2013:10:56:08","07/05/2013:21:00:04","_internal","/data/cold/_internaldb/colddb/rb_1373039768_1373035089_243_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.804688",0,,cold
"07/04/2013:18:21:34",471423,"mon-berprod-logidx-1",849,242,"07/04/2013:19:45:36","07/05/2013:08:00:53","_internal","/data/hot/_internaldb/db/db_1372985136_1372980094_242_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",103422444,"46.941406",17,,warm
"07/06/2013:02:13:31",0,"mon-berprod-logidx-1",0,242,"07/06/2013:03:30:38","07/06/2013:14:46:22","_internal","/data/cold/_internaldb/colddb/rb_1373099438_1373094811_242_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.765625",0,,cold
"07/05/2013:08:17:09",0,"mon-berprod-logidx-1",0,242,"07/05/2013:09:38:08","07/05/2013:19:39:59","_internal","/data/cold/_internaldb/colddb/rb_1373035088_1373030229_242_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.539062",0,,cold
"07/04/2013:17:02:34",473227,"mon-berprod-logidx-1",852,241,"07/04/2013:18:21:33","07/05/2013:06:47:54","_internal","/data/hot/_internaldb/db/db_1372980093_1372975354_241_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",103687989,"52.289062",21,,warm
"07/06/2013:00:50:20",0,"mon-berprod-logidx-1",0,241,"07/06/2013:02:13:30","07/06/2013:13:10:21","_internal","/data/cold/_internaldb/colddb/rb_1373094810_1373089820_241_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.835938",0,,cold
"07/05/2013:06:56:08",0,"mon-berprod-logidx-1",0,241,"07/05/2013:08:17:08","07/05/2013:18:22:56","_internal","/data/cold/_internaldb/colddb/rb_1373030228_1373025368_241_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.531250",0,,cold
"07/04/2013:15:49:34",466728,"mon-berprod-logidx-1",866,240,"07/04/2013:17:02:33","07/05/2013:05:24:42","_internal","/data/hot/_internaldb/db/db_1372975353_1372970974_240_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",104589118,"55.113281",17,,warm
"07/05/2013:23:33:13",0,"mon-berprod-logidx-1",0,240,"07/06/2013:00:50:19","07/06/2013:11:35:20","_internal","/data/cold/_internaldb/colddb/rb_1373089819_1373085193_240_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.328125",0,,cold
"07/05/2013:05:40:08",0,"mon-berprod-logidx-1",0,240,"07/05/2013:06:56:07","07/05/2013:17:04:57","_internal","/data/cold/_internaldb/colddb/rb_1373025367_1373020808_240_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.621094",0,,cold
"06/14/2013:14:42:36",1658,"mon-berprod-logidx-1",11,23,"06/14/2013:14:46:54","06/18/2013:14:13:37","_internal","/data/cold/_internaldb/colddb/rb_1371239214_1371238956_23_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",295953,"0.312500",9,,cold
"06/11/2013:22:09:49",567772,"mon-berprod-logidx-1",11,23,"06/13/2013:19:01:53","06/18/2013:14:15:44","_internal","/data/cold/_internaldb/colddb/rb_1371168113_1371006589_23_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",114819043,"53.851562",7,,cold
"06/14/2013:14:47:05",1955,"mon-berprod-logidx-1",11,23,"06/14/2013:14:54:09","06/18/2013:14:11:23","_internal","/data/cold/_internaldb/colddb/rb_1371239649_1371239225_23_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",326391,"0.316406",8,,cold
"06/14/2013:15:03:51",1569,"mon-berprod-logidx-1",11,23,"06/14/2013:15:10:34","06/18/2013:14:13:36","_internal","/data/cold/_internaldb/colddb/rb_1371240634_1371240231_23_3516763C-B78A-4885-8543-C9A1383A5392",260678,"0.277344",7,,cold
"07/04/2013:14:44:44",503210,"mon-berprod-logidx-1",866,239,"07/04/2013:15:49:33","07/05/2013:03:58:41","_internal","/data/hot/_internaldb/db/db_1372970973_1372967084_239_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",113128839,"56.894531",19,,warm
"07/05/2013:22:15:14",0,"mon-berprod-logidx-1",0,239,"07/05/2013:23:33:12","07/06/2013:10:04:20","_internal","/data/cold/_internaldb/colddb/rb_1373085192_1373080514_239_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.742188",0,,cold
"07/05/2013:04:25:08",0,"mon-berprod-logidx-1",0,239,"07/05/2013:05:40:07","07/05/2013:15:49:56","_internal","/data/cold/_internaldb/colddb/rb_1373020807_1373016308_239_3516763C-B78A-4885-8543-C9A1383A5392",0,"14.964844",0,,cold
"07/04/2013:14:44:34",105625,"mon-berprod-logidx-1",860,238,"07/04/2013:14:48:40","07/04/2013:14:48:41","_internal","/data/hot/_internaldb/db/db_1372967320_1372967074_238_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",23283285,"17.742188",13,,warm
"07/05/2013:21:00:12",0,"mon-berprod-logidx-1",0,238,"07/05/2013:22:15:13","07/06/2013:09:59:20","_internal","/data/cold/_internaldb/colddb/rb_1373080513_1373076012_238_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.097656",0,,cold
"07/05/2013:03:02:08",0,"mon-berprod-logidx-1",0,238,"07/05/2013:04:25:07","07/05/2013:14:36:18","_internal","/data/cold/_internaldb/colddb/rb_1373016307_1373011328_238_3516763C-B78A-4885-8543-C9A1383A5392",0,"16.335938",0,,cold
"07/04/2013:03:11:36",0,"mon-berprod-logidx-1",0,237,"07/04/2013:15:42:14","07/05/2013:03:19:38","_internal","/data/cold/_internaldb/colddb/rb_1372970534_1372925496_237_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",0,"15.933594",0,,cold
"07/04/2013:01:18:09",548553,"mon-berprod-logidx-1",864,237,"07/04/2013:14:44:40","07/05/2013:02:39:40","_internal","/data/hot/_internaldb/db/db_1372967080_1372918689_237_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",125096052,"64.859375",27,,warm
"07/05/2013:19:40:13",0,"mon-berprod-logidx-1",0,237,"07/05/2013:21:00:11","07/06/2013:08:41:19","_internal","/data/cold/_internaldb/colddb/rb_1373076011_1373071213_237_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.519531",0,,cold
"07/05/2013:01:48:08",0,"mon-berprod-logidx-1",0,237,"07/05/2013:03:02:07","07/05/2013:13:17:18","_internal","/data/cold/_internaldb/colddb/rb_1373011327_1373006888_237_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.359375",0,,cold
"07/04/2013:03:11:35",885,"mon-berprod-logidx-1",1,236,"07/04/2013:03:11:35","07/04/2013:14:47:05","_internal","/data/cold/_internaldb/colddb/rb_1372925495_1372925495_236_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",326009,"0.277344",1,,cold
"07/02/2013:12:30:51",744291,"mon-berprod-logidx-1",789,236,"07/04/2013:14:21:31","07/04/2013:14:21:49","_internal","/data/hot/_internaldb/db/db_1372965691_1372786251_236_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",104002957,"59.453125",16,,warm
"07/05/2013:18:16:23",0,"mon-berprod-logidx-1",0,236,"07/05/2013:19:40:12","07/06/2013:07:23:17","_internal","/data/cold/_internaldb/colddb/rb_1373071212_1373066183_236_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.421875",0,,cold
"07/05/2013:00:28:06",0,"mon-berprod-logidx-1",0,236,"07/05/2013:01:48:07","07/05/2013:12:14:18","_internal","/data/cold/_internaldb/colddb/rb_1373006887_1373002086_236_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.582031",0,,cold
"07/04/2013:14:38:51",30088,"mon-berprod-logidx-1",813,235,"07/04/2013:14:43:29","07/04/2013:14:47:04","_internal","/data/cold/_internaldb/colddb/rb_1372967009_1372966731_235_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",6319964,"5.652344",11,,cold
"07/04/2013:04:46:10",718359,"mon-berprod-logidx-1",860,235,"07/04/2013:05:27:57","07/04/2013:14:21:25","_internal","/data/hot/_internaldb/db/db_1372933677_1372931170_235_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",166334289,"75.042969",17,,warm
"07/05/2013:16:58:10",0,"mon-berprod-logidx-1",0,235,"07/05/2013:18:16:22","07/06/2013:06:06:17","_internal","/data/cold/_internaldb/colddb/rb_1373066182_1373061490_235_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.667969",0,,cold
"07/04/2013:23:12:07",0,"mon-berprod-logidx-1",0,235,"07/05/2013:00:28:05","07/05/2013:12:06:20","_internal","/data/cold/_internaldb/colddb/rb_1373002085_1372997527_235_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.429688",0,,cold
"07/04/2013:14:34:50",25807,"mon-berprod-logidx-1",691,234,"07/04/2013:14:38:34","07/04/2013:14:47:02","_internal","/data/cold/_internaldb/colddb/rb_1372966714_1372966490_234_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",5836558,"5.382812",9,,cold
"07/04/2013:03:46:09",759839,"mon-berprod-logidx-1",860,234,"07/04/2013:04:46:09","07/04/2013:14:20:56","_internal","/data/hot/_internaldb/db/db_1372931169_1372927569_234_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",179661371,"84.980469",22,,warm
"07/05/2013:15:42:06",0,"mon-berprod-logidx-1",0,234,"07/05/2013:16:58:09","07/06/2013:04:51:16","_internal","/data/cold/_internaldb/colddb/rb_1373061489_1373056926_234_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.222656",0,,cold
"07/04/2013:21:53:08",0,"mon-berprod-logidx-1",0,234,"07/04/2013:23:12:06","07/05/2013:10:57:50","_internal","/data/cold/_internaldb/colddb/rb_1372997526_1372992788_234_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.054688",0,,cold
"07/04/2013:05:27:50",523334,"mon-berprod-logidx-1",858,233,"07/04/2013:14:38:50","07/04/2013:14:47:05","_internal","/data/cold/_internaldb/colddb/rb_1372966730_1372933670_233_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",103357250,"55.125000",17,,cold
"06/29/2013:12:02:00",9277,"mon-berprod-logidx-1",3,233,"07/04/2013:01:18:09","07/04/2013:14:20:54","_internal","/data/hot/_internaldb/db/db_1372918689_1372525320_233_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",3420851,"2.328125",2,,warm
"07/05/2013:14:26:29",0,"mon-berprod-logidx-1",0,233,"07/05/2013:15:42:05","07/06/2013:03:32:13","_internal","/data/cold/_internaldb/colddb/rb_1373056925_1373052389_233_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.632812",0,,cold
"07/04/2013:20:34:07",0,"mon-berprod-logidx-1",0,233,"07/04/2013:21:53:07","07/05/2013:09:39:48","_internal","/data/cold/_internaldb/colddb/rb_1372992787_1372988047_233_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.691406",0,,cold
"07/04/2013:03:02:41",175798,"mon-berprod-logidx-1",791,232,"07/04/2013:14:21:39","07/04/2013:14:21:45","_internal","/data/cold/_internaldb/colddb/rb_1372965699_1372924961_232_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",30055720,"18.816406",9,,cold
"07/04/2013:02:46:09",854397,"mon-berprod-logidx-1",863,232,"07/04/2013:03:46:08","07/04/2013:14:13:12","_internal","/data/hot/_internaldb/db/db_1372927568_1372923969_232_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",210389956,"95.785156",16,,warm
"07/05/2013:13:09:25",0,"mon-berprod-logidx-1",0,232,"07/05/2013:14:26:28","07/06/2013:02:15:12","_internal","/data/cold/_internaldb/colddb/rb_1373052388_1373047765_232_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.390625",0,,cold
"07/04/2013:19:13:07",0,"mon-berprod-logidx-1",0,232,"07/04/2013:20:34:06","07/05/2013:08:18:45","_internal","/data/cold/_internaldb/colddb/rb_1372988046_1372983187_232_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.472656",0,,cold
"06/29/2013:11:43:49",1627817,"mon-berprod-logidx-1",601,231,"07/04/2013:14:13:48","07/04/2013:14:47:00","_internal","/data/cold/_internaldb/colddb/rb_1372965228_1372524229_231_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",217100626,"114.496094",22,,cold
"07/03/2013:21:40:04",691891,"mon-berprod-logidx-1",866,231,"07/04/2013:02:46:08","07/04/2013:05:04:42","_internal","/data/hot/_internaldb/db/db_1372923968_1372905604_231_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",141554868,"79.433594",23,,warm
"07/04/2013:14:51:31",0,"mon-berprod-logidx-1",0,231,"07/04/2013:14:51:33","07/05/2013:23:34:18","_internal","/data/cold/_internaldb/colddb/rb_1372967493_1372967491_231_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"0.003906",0,,cold
"07/04/2013:17:54:05",0,"mon-berprod-logidx-1",0,231,"07/04/2013:19:13:06","07/05/2013:06:57:41","_internal","/data/cold/_internaldb/colddb/rb_1372983186_1372978445_231_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.343750",0,,cold
"07/04/2013:04:20:14",541677,"mon-berprod-logidx-1",860,230,"07/04/2013:05:03:07","07/04/2013:05:04:32","_internal","/data/cold/_internaldb/colddb/rb_1372932187_1372929614_230_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",125962116,"59.890625",17,,cold
"07/04/2013:00:45:29",281355,"mon-berprod-logidx-1",858,230,"07/04/2013:01:03:46","07/04/2013:02:29:47","_internal","/data/hot/_internaldb/db/db_1372917826_1372916729_230_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",69781634,"38.250000",16,,warm
"07/05/2013:11:52:38",0,"mon-berprod-logidx-1",0,230,"07/05/2013:13:09:24","07/06/2013:00:51:20","_internal","/data/cold/_internaldb/colddb/rb_1373047764_1373043158_230_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"16.042969",0,,cold
"07/04/2013:16:33:06",0,"mon-berprod-logidx-1",0,230,"07/04/2013:17:54:04","07/05/2013:05:41:41","_internal","/data/cold/_internaldb/colddb/rb_1372978444_1372973586_230_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.457031",0,,cold
"06/13/2013:20:51:07",229492,"mon-berprod-logidx-1",11,22,"06/14/2013:14:43:23","07/03/2013:15:51:34","_internal","/data/cold/_internaldb/colddb/rb_1371239003_1371174667_22_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",45826160,"22.792969",6,,cold
"06/14/2013:14:46:47",1245,"mon-berprod-logidx-1",9,22,"06/14/2013:14:49:07","06/18/2013:14:09:35","_internal","/data/cold/_internaldb/colddb/rb_1371239347_1371239207_22_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",192402,"0.218750",7,,cold
"06/14/2013:14:52:25",3471,"mon-berprod-logidx-1",11,22,"06/14/2013:15:07:01","06/18/2013:14:13:35","_internal","/data/cold/_internaldb/colddb/rb_1371240421_1371239545_22_3516763C-B78A-4885-8543-C9A1383A5392",613012,"0.488281",8,,cold
"07/04/2013:02:40:05",18435,"mon-berprod-logidx-1",2,229,"07/04/2013:03:01:17","07/04/2013:05:04:27","_internal","/data/cold/_internaldb/colddb/rb_1372924877_1372923605_229_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",6778221,"3.859375",1,,cold
"07/03/2013:23:45:06",954632,"mon-berprod-logidx-1",858,229,"07/04/2013:00:45:28","07/04/2013:02:29:37","_internal","/data/hot/_internaldb/db/db_1372916728_1372913106_229_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",234530161,"104.242188",20,,warm
"07/05/2013:10:42:37",0,"mon-berprod-logidx-1",0,229,"07/05/2013:11:52:37","07/05/2013:22:16:19","_internal","/data/cold/_internaldb/colddb/rb_1373043157_1373038957_229_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.644531",0,,cold
"07/04/2013:15:18:53",0,"mon-berprod-logidx-1",0,229,"07/04/2013:16:33:05","07/05/2013:04:26:38","_internal","/data/cold/_internaldb/colddb/rb_1372973585_1372969133_229_3516763C-B78A-4885-8543-C9A1383A5392",0,"14.992188",0,,cold
"07/04/2013:03:20:14",705614,"mon-berprod-logidx-1",861,228,"07/04/2013:04:20:13","07/04/2013:05:04:13","_internal","/data/cold/_internaldb/colddb/rb_1372929613_1372926014_228_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",174160598,"67.468750",21,,cold
"07/03/2013:23:39:38",67379,"mon-berprod-logidx-1",854,228,"07/03/2013:23:47:03","07/03/2013:23:47:07","_internal","/data/hot/_internaldb/db/db_1372913223_1372912778_228_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",15722658,"11.718750",14,,warm
"07/05/2013:09:28:37",0,"mon-berprod-logidx-1",0,228,"07/05/2013:10:42:36","07/05/2013:21:01:18","_internal","/data/cold/_internaldb/colddb/rb_1373038956_1373034517_228_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.480469",0,,cold
"04/24/2013:10:26:09",0,"mon-berprod-logidx-1",0,228,"07/04/2013:15:18:52","07/05/2013:03:03:37","_internal","/data/cold/_internaldb/colddb/rb_1372969132_1366817169_228_3516763C-B78A-4885-8543-C9A1383A5392",0,"15.214844",0,,cold
"07/04/2013:02:35:42",855819,"mon-berprod-logidx-1",859,227,"07/04/2013:03:32:40","07/04/2013:03:32:48","_internal","/data/cold/_internaldb/colddb/rb_1372926760_1372923342_227_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",210566846,"79.753906",18,,cold
"07/03/2013:23:38:02",12379,"mon-berprod-logidx-1",659,227,"07/03/2013:23:41:05","07/03/2013:23:41:18","_internal","/data/hot/_internaldb/db/db_1372912865_1372912682_227_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",2550845,"2.578125",10,,warm
"07/05/2013:08:14:37",0,"mon-berprod-logidx-1",0,227,"07/05/2013:09:28:36","07/05/2013:19:41:18","_internal","/data/cold/_internaldb/colddb/rb_1373034516_1373030077_227_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"14.980469",0,,cold
"07/04/2013:14:44:43",603,"mon-berprod-logidx-1",55,227,"07/04/2013:14:45:30","07/04/2013:14:46:17","_internal","/data/cold/_internaldb/colddb/rb_1372967130_1372967083_227_3516763C-B78A-4885-8543-C9A1383A5392",111656,"0.160156",5,,cold
"07/03/2013:21:40:04",808225,"mon-berprod-logidx-1",862,226,"07/04/2013:02:35:50","07/04/2013:05:03:45","_internal","/data/cold/_internaldb/colddb/rb_1372923350_1372905604_226_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",154006326,"79.378906",19,,cold
"07/03/2013:23:30:24",75730,"mon-berprod-logidx-1",813,226,"07/03/2013:23:40:14","07/03/2013:23:40:15","_internal","/data/hot/_internaldb/db/db_1372912814_1372912224_226_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",18771041,"13.726562",14,,warm
"07/05/2013:06:54:19",0,"mon-berprod-logidx-1",0,226,"07/05/2013:08:14:36","07/05/2013:18:17:18","_internal","/data/cold/_internaldb/colddb/rb_1373030076_1373025259_226_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.500000",0,,cold
"07/02/2013:12:29:26",477470,"mon-berprod-logidx-1",863,226,"07/04/2013:14:44:42","07/04/2013:14:45:36","_internal","/data/cold/_internaldb/colddb/rb_1372967082_1372786166_226_3516763C-B78A-4885-8543-C9A1383A5392",97675832,"56.226562",21,,cold
"07/04/2013:00:41:29",505669,"mon-berprod-logidx-1",860,225,"07/04/2013:01:26:06","07/04/2013:02:32:51","_internal","/data/cold/_internaldb/colddb/rb_1372919166_1372916489_225_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",121088587,"57.687500",17,,cold
"07/03/2013:19:41:10",510819,"mon-berprod-logidx-1",864,225,"07/03/2013:23:30:23","07/04/2013:02:27:38","_internal","/data/hot/_internaldb/db/db_1372912223_1372898470_225_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",145612769,"69.171875",18,,warm
"07/05/2013:05:35:17",0,"mon-berprod-logidx-1",0,225,"07/05/2013:06:54:18","07/05/2013:16:59:18","_internal","/data/cold/_internaldb/colddb/rb_1373025258_1373020517_225_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.597656",0,,cold
"07/03/2013:23:30:10",89978,"mon-berprod-logidx-1",806,225,"07/03/2013:23:40:10","07/03/2013:23:41:52","_internal","/data/cold/_internaldb/colddb/rb_1372912810_1372912210_225_3516763C-B78A-4885-8543-C9A1383A5392",22781171,"19.343750",10,,cold
"07/04/2013:00:26:24",509325,"mon-berprod-logidx-1",859,224,"07/04/2013:01:03:49","07/04/2013:02:32:35","_internal","/data/cold/_internaldb/colddb/rb_1372917829_1372915584_224_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",121903560,"56.773438",19,,cold
"07/03/2013:17:56:04",306190,"mon-berprod-logidx-1",856,224,"07/03/2013:21:25:06","07/03/2013:22:46:07","_internal","/data/hot/_internaldb/db/db_1372904706_1372892164_224_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",77395424,"42.828125",16,,warm
"07/05/2013:04:19:17",0,"mon-berprod-logidx-1",0,224,"07/05/2013:05:35:16","07/05/2013:15:43:19","_internal","/data/cold/_internaldb/colddb/rb_1373020516_1373015957_224_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.351562",0,,cold
"07/03/2013:21:47:44",446895,"mon-berprod-logidx-1",845,224,"07/03/2013:23:30:09","07/03/2013:23:42:00","_internal","/data/cold/_internaldb/colddb/rb_1372912209_1372906064_224_3516763C-B78A-4885-8543-C9A1383A5392",115367751,"55.574219",16,,cold
"07/03/2013:23:26:24",596895,"mon-berprod-logidx-1",858,223,"07/04/2013:00:26:23","07/04/2013:02:32:34","_internal","/data/cold/_internaldb/colddb/rb_1372915583_1372911984_223_BC6A0D30-EA82-4E99-8A2D-CBE6BCD58995",143963709,"64.839844",16,,cold
"07/03/2013:20:29:57",325354,"mon-berprod-logidx-1",853,223,"07/03/2013:20:51:11","07/03/2013:20:51:15","_internal","/data/hot/_internaldb/db/db_1372902671_1372901397_223_517C52F3-B6E1-4968-B93A-E768F7E2EAB0",81206580,"43.996094",16,,warm
"07/05/2013:03:00:06",0,"mon-berprod-logidx-1",0,223,"07/05/2013:04:19:16","07/05/2013:14:27:56","_internal","/data/cold/_internaldb/colddb/rb_1373015956_1373011206_223_452F8B06-8FA3-427E-9E0C-FE992EC2C21B",0,"15.828125",0,,cold
